ChacoIsotopeDatabaseID,OriginalSampleID,OtherID,ModernArch?,IsotopeSystem(s),SampleType,TissueTType,TissueName,CollagenApatiteEnamel?,GenusOrder,Species,Group,CommonName,Description,SiteID,SanJuanBasin?,SiteNumber,Provenience,UTM,Easting,Northing,Longitude,Latitude,Elevation,Depth,RadiocarbonLabNumber,DatePeriod,DateBeginning,DateMid,DateEnd,DateRange,CollectionDate,Source,OtherNotes,SamplePrepMethod,SampleWeight,Sr87Sr86_Standard,Sr87Sr86_NonEnamel_Value_Raw,Sr87Sr86_NonEnamel_SD_Raw,Sr87Sr86_NonEnamel_Value_Standardized,Sr87Sr86_Enamel_Value_Raw,Sr87Sr86_Enamel_SD_Raw,Sr87Sr86_Enamel_Value_Standardized,d13C_Collagen_Value_Raw,d13C_Collagen_Value_SeussCorrection,d13C_Collagen_Value_SeussCorrection_VegBaselineCorrection,d13C_Apatite_Value_Raw,d13C_Apatite_Value_SeussCorrection,d13C_Apatite_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_Value_Raw,d13C_Enamel_Value_SeussCorrection,d13C_Enamel_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_SD,d13C_Vegetation_Value_Raw,d13C_Vegetation_Value_SeussCorrection,d13C_Hair_Value_Raw,d13C_Hair_Value_SeussCorrection,d13C_Hair_Value_SeussCorrection_VegBaselineCorrection,d13C_WtPercentC,d13C_WtPercentN,d18OVPDB_Apatite_Value_Raw,d18OVPBD_Apatite_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVPDB_Enamel_Value_Raw,d18OVPDB_Enamel_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVSMOW_Water_Value_Raw,d18OVSMOW_Water_SD,d18O_Value_VPDBConverted,d15N_Collagen_Value_Raw,d15N_CNRatio,d15N_AtomicCNRatio,d15N_PercentN,d15N_CollagenYield,d15N_WeightPercentCollagen,dD_Water_Value_Raw,dD_Water_SD,Pb206Pb204_Dentin_Value_Raw,Pb206Pb204_Dentin_SE,Pb207Pb204_Dentin_Value_Raw,Pb207Pb204_Dentin_SE,Pb208Pb204_Dentin_Value_Raw,Pb208Pb204_Dentin_SE,Pb207Pb206_Dentin_Value_Raw,Pb207Pb206_Dentin_SE,Pb208Pb206_Dentin_Value_Raw,Pb208Pb206_Dentin_SE,Pb_Dentin_ng,Pb_Dentin_SampleWeight_g,Pb_Dentin_ppm,Pb206Pb204_Enamel_Value_Raw,Pb206Pb204_Enamel_SE,Pb207Pb204_Enamel_Value_Raw,Pb207Pb204_Enamel_SE,Pb208Pb204_Enamel_Value_Raw,Pb208Pb204_Enamel_SE,Pb207Pb206_Enamel_Value_Raw,Pb207Pb206_Enamel_SE,Pb208Pb206_Enamel_Value_Raw,Pb208Pb206_Enamel_SE,Pb_Enamel_ng,Pb_Enamel_SampleWeight_g,Pb_Enamel_ppm
CID_43,39,PB104-3,Archaeological,O,Fauna,Tooth,"maxilla, M3",Enamel,Odocoileus,,Deer (ruminant),Deer,Sequential sampling of archaeological deer teeth (Odocoileus spp.),Pueblo Bonito,y,,Trench backfill,13,233231,3994724,,,,,,,,,,,,Grimstead 2011; Grimstead et al. 2016,"Note: All sequential samples began at the tooth apex, then moved inferiorly toward the alveoli.",0.1M acetic acid in 2011; 10% of 14M in 2016,,0.7102584,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.41,0.076,-3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_44,39,PB104-4,Archaeological,O,Fauna,Tooth,"maxilla, M3",Enamel,Odocoileus,,Deer (ruminant),Deer,Sequential sampling of archaeological deer teeth (Odocoileus spp.),Pueblo Bonito,y,,Trench backfill,13,233231,3994724,,,,,,,,,,,,Grimstead 2011; Grimstead et al. 2016,"Note: All sequential samples began at the tooth apex, then moved inferiorly toward the alveoli.",0.1M acetic acid in 2011; 10% of 14M in 2016,,0.7102584,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.07,0.036,-4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_45,39,PB104-5,Archaeological,O,Fauna,Tooth,"maxilla, M3",Enamel,Odocoileus,,Deer (ruminant),Deer,Sequential sampling of archaeological deer teeth (Odocoileus spp.),Pueblo Bonito,y,,Trench backfill,13,233231,3994724,,,,,,,,,,,,Grimstead 2011; Grimstead et al. 2016,"Note: All sequential samples began at the tooth apex, then moved inferiorly toward the alveoli.",0.1M acetic acid in 2011; 10% of 14M in 2016,,0.7102584,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.08,0.071,-4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_46,39,PB104-6,Archaeological,O,Fauna,Tooth,"maxilla, M3",Enamel,Odocoileus,,Deer (ruminant),Deer,Sequential sampling of archaeological deer teeth (Odocoileus spp.),Pueblo Bonito,y,,Trench backfill,13,233231,3994724,,,,,,,,,,,,Grimstead 2011; Grimstead et al. 2016,"Note: All sequential samples began at the tooth apex, then moved inferiorly toward the alveoli.",0.1M acetic acid in 2011; 10% of 14M in 2016,,0.7102584,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5,0.093,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_47,39,PB104-7,Archaeological,O,Fauna,Tooth,"maxilla, M3",Enamel,Odocoileus,,Deer (ruminant),Deer,Sequential sampling of archaeological deer teeth (Odocoileus spp.),Pueblo Bonito,y,,Trench backfill,13,233231,3994724,,,,,,,,,,,,Grimstead 2011; Grimstead et al. 2016,"Note: All sequential samples began at the tooth apex, then moved inferiorly toward the alveoli.",0.1M acetic acid in 2011; 10% of 14M in 2016,,0.7102584,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,0.042,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_48,40,,Archaeological,"C, N",Fauna,Bone,tibiotarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tibiotarsus",Arroyo Hondo,,,12-K-1-III,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.1,-8.1,-13.1,-2.3,-2.3,-12,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_49,41,,Archaeological,"C, N",Fauna,Bone,scapula,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, scapula",Arroyo Hondo,,,12-K-6-III,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.2,-7.2,-12.2,-0.4,-0.4,-10.1,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_50,42,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-K-14-IV,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.3,-8.3,-13.3,-0.9,-0.9,-10.6,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_51,43,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-K-14-II&III,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8,-8,-13,-2,-2,-11.7,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_52,44,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-K-3-IV,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.4,-7.4,-12.4,-1.2,-1.2,-10.9,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_53,45,,Archaeological,"C, N",Fauna,Bone,tibiotarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tibiotarsus",Arroyo Hondo,,,12-K-12-IV,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.9,-7.9,-12.9,-1.7,-1.7,-11.4,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_54,46,,Archaeological,"C, N",Fauna,Bone,scapula,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, scapula",Arroyo Hondo,,,12-K-3-3-3,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.4,-7.4,-12.4,-1.2,-1.2,-10.9,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_55,47,,Archaeological,"C, N",Fauna,Bone,tibiotarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tibiotarsus",Arroyo Hondo,,,12-K-13-III,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-15.7,-15.7,-20.7,-8.4,-8.4,-18.1,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_56,48,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-K-3-3-3,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-9.1,-9.1,-14.1,-2.7,-2.7,-12.4,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_57,49,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-16-6-10,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.2,-8.2,-13.2,-1.5,-1.5,-11.2,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_58,50,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-16-8-4,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.5,-7.5,-12.5,-1.8,-1.8,-11.5,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_59,51,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-16-8-4,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.2,-7.2,-12.2,-0.9,-0.9,-10.6,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_60,52,,Archaeological,"C, N",Fauna,Bone,tarsometatarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tarsometatarsus",Arroyo Hondo,,,12-16-17-4,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7,-7,-12,-1.4,-1.4,-11.1,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_61,53,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-H-2-7/28,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.7,-7.7,-12.7,-1.5,-1.5,-11.2,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_62,54,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-H-2-3/35,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.5,-7.5,-12.5,-0.9,-0.9,-10.6,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_63,55,,Archaeological,"C, N",Fauna,Bone,carpometacarpus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, carpometacarpus",Arroyo Hondo,,,12-C-3-A/18,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8,-8,-13,-1.2,-1.2,-10.9,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_64,56,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-9-0/17,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-6.6,-6.6,-11.6,-1.7,-1.7,-11.4,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_65,57,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-K-3/1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-6.7,-6.7,-11.7,-1.7,-1.7,-11.4,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_66,58,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-18-15-2/55,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.4,-7.4,-12.4,-2.1,-2.1,-11.8,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_67,59,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-K-12-I/1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8,-8,-13,-1.5,-1.5,-11.2,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_68,60,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-5-6-1&2/2,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.7,-8.7,-13.7,-2.9,-2.9,-12.6,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_69,61,,Archaeological,"C, N",Fauna,Bone,tarsometatarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tarsometatarsus",Arroyo Hondo,,,12-D-3-2-13,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.9,-7.9,-12.9,-1.7,-1.7,-11.4,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_70,62,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-G-5-IV/16,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.5,-8.5,-13.5,-2.1,-2.1,-11.8,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_71,63,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-K-14-IV/5,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.9,-7.9,-12.9,-1.9,-1.9,-11.6,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_72,64,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-K-SQ3-3-3/2,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.6,-7.6,-12.6,-0.4,-0.4,-10.1,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_73,65,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-C-3A-6/6,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-6.7,-6.7,-11.7,-0.5,-0.5,-10.2,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_74,66,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-12-4-5/1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.1,-7.1,-12.1,-1.4,-1.4,-11.1,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_75,67,,Archaeological,"C, N",Fauna,Bone,carpometacarpus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, carpometacarpus",Arroyo Hondo,,,12-F-1-1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.4,-7.4,-12.4,-0.8,-0.8,-10.5,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_76,68,,Archaeological,"C, N",Fauna,Bone,coracoid,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, coracoid",Arroyo Hondo,,,12-C-3-7/8,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8,-8,-13,-0.9,-0.9,-10.6,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_77,69,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-C-A-11-1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7,-7,-12,-0.6,-0.6,-10.3,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_78,70,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-16-38-5/86,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-6.7,-6.7,-11.7,-0.4,-0.4,-10.1,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_79,71,,Archaeological,"C, N",Fauna,Bone,carpometacarpus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, carpometacarpus",Arroyo Hondo,,,12-H-2-9/10,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.4,-7.4,-12.4,-0.4,-0.4,-10.1,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_80,72,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-C-3-11,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.2,-8.2,-13.2,-1.5,-1.5,-11.2,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_81,73,,Archaeological,"C, N",Fauna,Bone,tibiotarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tibiotarsus",Arroyo Hondo,,,12-G-1C-2/21,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.4,-8.4,-13.4,-1.1,-1.1,-10.8,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_82,74,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-6-7-II/1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-16.2,-16.2,-21.2,-9.9,-9.9,-19.6,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_83,75,,Archaeological,"C, N",Fauna,Bone,radius,Collagen,Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, radius",Arroyo Hondo,,,12-C-3-A/44,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8,-8,-13,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_84,76,,Archaeological,"C, N",Fauna,Bone,humerus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, humerus",Arroyo Hondo,,,12-5-7-B1-4/1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.4,-7.4,-12.4,-0.8,-0.8,-10.5,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_85,77,,Archaeological,"C, N",Fauna,Bone,ulna,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, ulna",Arroyo Hondo,,,12-5-7-B1-4/2,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.1,-8.1,-13.1,-2,-2,-11.7,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_86,78,,Archaeological,"C, N",Fauna,Bone,femur ,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, femur",Arroyo Hondo,,,12-A-5-9/6,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.8,-7.8,-12.8,-1.1,-1.1,-10.8,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_87,79,,Archaeological,"C, N",Fauna,Bone,tibiotarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tibiotarsus",Arroyo Hondo,,,12-11-9-3/1,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-8.4,-8.4,-13.4,-1.2,-1.2,-10.9,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_88,80,,Archaeological,"C, N",Fauna,Bone,tibiotarsus,"Collagen, apatite",Meleagris,gallopavo,Bird,Turkey,"Meleagris gallopavo, tibiotarsus",Arroyo Hondo,,,12-14-5-3/9,13S,449521,3914395,-105.5557,35.3716,,,,,,,,,,"Conrad et al 2016, Supplementary Data",,,,,,,,,,,-7.1,-7.1,-12.1,-0.7,-0.7,-10.4,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_89,140,,Archaeological,Sr,People,Bone,femur ,Apatite,,,,,"femoral midshaft, male",Grasshopper Pueblo,,,Burial 140,12S,563467,3772481,-110.312,34.0912,,,,,,,,,,"Price et al 1994, Table 1",,,,0.710273,0.71025,,0.710267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_90,153,PB226,Archaeological,"Sr, O",Fauna,Tooth,"maxilla, M2",Enamel,Odocoileus,,Deer (ruminant),Deer,"Odocoileus sp. Maxilla, M2",Pueblo Bonito,y,,,13,233231,3994724,,,2519,,,,,,,,,Grimstead 2011; Grimstead et al 2016,,0.1M acetic acid in 2011; 10% of 14M in 2016,,0.7102584,,,,0.707792,0.000204,0.707824,,,,,,,,,,,,,,,,,,,,,-6.27,0.063,-6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_91,153,PB226-1,Archaeological,O,Fauna,Tooth,"maxilla, M2",Enamel,Odocoileus,,Deer (ruminant),Deer,Sequential sampling of archaeological deer teeth (Odocoileus spp.),Pueblo Bonito,y,,,13,233231,3994724,,,,,,,,,,,,Grimstead 2011; Grimstead et al 2016,"Note: All sequential samples began at the tooth apex, then moved inferiorly toward the alveoli.",0.1M acetic acid in 2011; 10% of 14M in 2016,,0.7102584,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.23,0.082,-5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
