dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,neotomaSiteId,neotomaDatasetId,archiveType,proxy,proxyDetail,proxyGeneral,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,wNAmUncertainty,inThisCompilation,QC Certification,QC comments,link to lipdverse
Carp.Whitlock.1985,Carp Lake,North America>United States Of America>Washington,45.92,-120.88,714,10.1016/0033-5894(85)90075-4,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,336,10.21233/N3597B,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0,10008.7,270.6,0.4995653781,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Carp.Whitlock.1985.html
Carp.Whitlock.1985,Carp Lake,North America>United States Of America>Washington,45.92,-120.88,714,10.1016/0033-5894(85)90075-4,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,336,10.21233/N3597B,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0,10008.7,270.6,0.4995653781,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Carp.Whitlock.1985.html
Carp.Whitlock.1985,Carp Lake,North America>United States Of America>Washington,45.92,-120.88,714,10.1016/0033-5894(85)90075-4,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,336,10.21233/N3597B,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,10008.7,270.6,0.4995653781,2.1,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Carp.Whitlock.1985.html
Carp.Whitlock.1985,Carp Lake,North America>United States Of America>Washington,45.92,-120.88,714,10.1016/0033-5894(85)90075-4,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,336,10.21233/N3597B,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,0,10008.7,270.6,0.4995653781,368,TRUE,JM,"Pecipitaition reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/Carp.Whitlock.1985.html
CascadeFen.Maher.1963,Cascade Fen,North America>United States Of America>Colorado,37.65,-107.81,2690,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,347,10.21233/N3288F,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0.7,6482.5,68.5,0.3085562652,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/CascadeFen.Maher.1963.html
CascadeFen.Maher.1963,Cascade Fen,North America>United States Of America>Colorado,37.65,-107.81,2690,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,347,10.21233/N3288F,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0.7,6482.5,68.5,0.3085562652,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/CascadeFen.Maher.1963.html
CascadeFen.Maher.1963,Cascade Fen,North America>United States Of America>Colorado,37.65,-107.81,2690,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,347,10.21233/N3288F,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0.7,6482.5,68.5,0.3085562652,2.1,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/CascadeFen.Maher.1963.html
CascadeFen.Maher.1963,Cascade Fen,North America>United States Of America>Colorado,37.65,-107.81,2690,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,347,10.21233/N3288F,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,0.7,6482.5,68.5,0.3085562652,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/CascadeFen.Maher.1963.html
Castor.Nelson.2011,Castor Lake,North America>United States Of America>Washington,48.54,-119.56,594,10.1073/pnas.1009194108,,www.ncdc.noaa.gov/paleo/study/10310,,,LakeSediment,reflectance,core face,biophysical,,,"Detrented grayscale. ""dark layers are formed during arid periods when reduced Ca2th input from groundwater leads to a decline in aragonite precipitation""",reflectance,grayscale,abs,P-E,groundWaterLevel,annual,annual,negative,101,6000,1,2.20376335,14.59,TRUE,CR,detrended record,http://lipdverse.org/wNAm/0_16_2/Castor.Nelson.2011.html
Castor.Nelson.2011,Castor Lake,North America>United States Of America>Washington,48.54,-119.56,594,10.1073/pnas.1009194108,,www.ncdc.noaa.gov/paleo/study/10310,,,LakeSediment,d18O,aragonite,isotope,,,P/E lake,d18O,permil,abs,P-E,lake@surface,annual,annual,negative,-48,6029.01,4.88,2.139209908,0.59,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Castor.Nelson.2011.html
Chichancanab.Hodell.1995,Chichancanab Lake,North America>Mexico,19.8333,-88.75,3,10.1038/375391a0,,www.ncdc.noaa.gov/paleo/study/5483,,,LakeSediment,CaCO3,bulk sediment,biophysical,,"""We assume that downcore shifts in the relative abundance of calcite and gypsum in sediments reflect changes in the hydroligic budget of the lake that were ultimatly controlled by changes in the reation between evaporation and precipitaiton (E/P)""",CaCO3,CaCO3,percent,abs,P-E,lake@surface,summer,summerOnly,positive,-9.738,10917.868,20.55,1.281158929,28.25,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Chichancanab.Hodell.1995.html
Chichancanab.Hodell.1995,Chichancanab Lake,North America>Mexico,19.8333,-88.75,3,10.1038/375391a0,,www.ncdc.noaa.gov/paleo/study/5483,,,LakeSediment,S,bulk sediment,biophysical,,"Sulphur record ""We assume that downcore shifts in the relative abundance of calcite and gypsum in sediments reflect changes in the hydroligic budget of the lake that were ultimatly controlled by changes in the reation between evaporation and precipitaiton (E/P)""",Sulphur,S,percent,abs,P-E,lake@surface,summer,summerOnly,positive,156.572,10917.868,20.55,1.300958546,4.5,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Chichancanab.Hodell.1995.html
Chichancanab.Hodell.1995,Chichancanab Lake,North America>Mexico,19.8333,-88.75,3,10.1038/375391a0,,www.ncdc.noaa.gov/paleo/study/5483,,,LakeSediment,d18O,pyrgophorus shells,isotope,,,E/P lake,d18O,permil,abs,P-E,lake@surface,summer,summerOnly,negative,-9.738,8189.42,20.55,1.707492403,0.88,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Chichancanab.Hodell.1995.html
Chichancanab.Hodell.1995,Chichancanab Lake,North America>Mexico,19.8333,-88.75,3,10.1038/375391a0,,www.ncdc.noaa.gov/paleo/study/5483,,,LakeSediment,d18O,shells,isotope,,,E/P lake,d18O,permil,abs,P-E,lake@surface,summer,summerOnly,negative,-9.738,8189.42,20.55,1.707492403,0.41,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Chichancanab.Hodell.1995.html
ChihuahuenosBog.Anderson.2008,Chihuahuenos Bog,North America>United States Of America>New Mexico,36.0475,-106.51,2925,10.1016/j.yqres.2007.12.002,,wNAm,,,Peat,pollen,single species,pollen,,,pinyon curve is a good approximate of changes in winter precipitation.,Pinyon,percent,abs,P-E,@surface,winter,winterOnly,positive,-46,17641,86,0.5811057612,5.9,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ChihuahuenosBog.Anderson.2008.html
ChihuahuenosBog.Anderson.2008,Chihuahuenos Bog,North America>United States Of America>New Mexico,36.0475,-106.51,2925,10.1016/j.yqres.2007.12.002,,wNAm,,,Peat,pollen,ratio,pollen,,,Indication for the position of upper treeline,Picea/Pinus,unitless,abs,T,air@surface,annual,annual,positive,-46,17641,86,0.5811057612,0.1,TRUE,CR,This pollen ratio time series was generated for the wNAm database.,http://lipdverse.org/wNAm/0_16_2/ChihuahuenosBog.Anderson.2008.html
ChihuahuenosBog.Anderson.2008,Chihuahuenos Bog,North America>United States Of America>New Mexico,36.0475,-106.51,2925,10.1016/j.yqres.2007.12.002,,wNAm,,,Peat,pollen,ratio,pollen,,,Ratio to relative shifts between the subalpine and the lower altitudinal steppe vegetation belts. A proxy for the elevation of treeline and the density of Picea subalpine forest,Picea/Artemesia,unitless,abs,T,air@surface,annual,annual,positive,-46,17641,86,0.5811057612,0.86,TRUE,CR,This pollen ratio time series was generated for the wNAm database.,http://lipdverse.org/wNAm/0_16_2/ChihuahuenosBog.Anderson.2008.html
ChihuahuenosBog.Anderson.2008,Chihuahuenos Bog,North America>United States Of America>New Mexico,36.0475,-106.51,2925,10.1016/j.yqres.2007.12.002,,wNAm,,,Peat,pollen,ratio,pollen,,,Indication for the position of lower treeline,Pinus/Artemesia,unitless,abs,T,air@surface,annual,annual,positive,-46,17641,86,0.5811057612,3.79,TRUE,CR,This pollen ratio time series was generated for the wNAm database.,http://lipdverse.org/wNAm/0_16_2/ChihuahuenosBog.Anderson.2008.html
Chitina.Muhs.2013,Chitina loess section,North America>United States Of America>Alaska,61.54,-144.38,150,10.1016/j.aeolia.2013.06.001,10.5194/cp-11-869-2015,https://www.ncdc.noaa.gov/paleo/study/20529,,,loess,particle size,bulk sediment,biophysical,,,clay% + 1/4 silt% and MAR,DMAR,g/m2/yr,abs,DUST,@surface,annual,annual,positive,1227,10786,374,2.510722879,293.21,TRUE,"AC, DK, SHA",unclear climate interpretation,http://lipdverse.org/wNAm/0_16_2/Chitina.Muhs.2013.html
ClelandLake.Steinman.2016,Cleland Lake,North America>Canada>British Columbia,50.83,-116.39,1126,10.1016/j.quascirev.2016.04.012,,www.ncdc.noaa.gov/paleo-search/study/21250,,,LakeSediment,d18O,bulk sediment,isotope,,,P/E lake,d18O,permil,abs,P-E,lakeLevel@surface,winter,winterOnly,negative,-59,7555.7,3.3,1.707224185,1.26,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ClelandLake.Steinman.2016.html
ClelandLake.Steinman.2016,Cleland Lake,North America>Canada>British Columbia,50.83,-116.39,1126,10.1016/j.quascirev.2016.04.012,,www.ncdc.noaa.gov/paleo-search/study/21250,,,LakeSediment,d13C,bulk sediment,isotope,,,"lake level, d13C",d13C,permil,abs,P-E,lakeLevel@surface,winter,winterOnly,negative,-59,7555.7,3.3,1.707224185,2.04,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/ClelandLake.Steinman.2016.html
Copley.Fall.1997,Copley Lake,North America>United States Of America>Colorado,38.87,-107.08,3250,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,494,10.21233/N34M74,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-27,10710,220,0.4656794263,2,TRUE,"TB, DSK","fails age control, gap >3000 years (largest gap is 4120 yrs), but six ages within Holocene",http://lipdverse.org/wNAm/0_16_2/Copley.Fall.1997.html
Copley.Fall.1997,Copley Lake,North America>United States Of America>Colorado,38.87,-107.08,3250,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,494,10.21233/N34M74,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-27,10710,220,0.4656794263,3,TRUE,"TB, DSK","fails age control, gap >3000 years (largest gap is 4120 yrs), but six ages within Holocene",http://lipdverse.org/wNAm/0_16_2/Copley.Fall.1997.html
Copley.Fall.1997,Copley Lake,North America>United States Of America>Colorado,38.87,-107.08,3250,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,494,10.21233/N34M74,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-27,10710,220,0.4656794263,2.1,TRUE,"TB, DSK","fails age control, gap >3000 years (largest gap is 4120 yrs), but six ages within Holocene",http://lipdverse.org/wNAm/0_16_2/Copley.Fall.1997.html
Copley.Fall.1997,Copley Lake,North America>United States Of America>Colorado,38.87,-107.08,3250,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,494,10.21233/N34M74,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-27,10710,220,0.4656794263,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/Copley.Fall.1997.html
Corser.Nichols.2014,Corser Bog,North America>United States Of America>Alaska,60.53,-145.45,70,10.1177/0959683614540729,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,Peat,GDGT,MBT-CBT and MBT'-CBT,other biomarker,"Weijers et al., 2007 10.1016/j.gca.2006.10.003 and Peterse et al., 2012 10.1016/j.gca.2012.08.011",annual,"""While neither of these calibrations seems to reconstruct reasonable range of temperatures for the Holocene – both calibrations reconstruct a range of temperatures for the Holocene that exceeds 6°C – the shifts in temperature we reconstruct are broadly consistent with changes in glacial ice extent documented throughout south-central Alaska (Figure 6). This consistency suggests that the MBT/CBT temperature estimates, although incorrect in overall magnitude, may change in a manner consistent with Holocene temperature change.""",temperature,degC,anom,T,air@surface,annual,annual,positive,103,11116,213,1.271224916,1.4,TRUE,EKT,"authors reconstruct temperature using two calibrations, and display and interpret both records equally in this paper. Neither reconstruction accurately representes the magnidute of temprature change. For this database, we set ""units"" = ""relative T"" to encode the limitations described by the original authors.",http://lipdverse.org/wNAm/0_16_2/Corser.Nichols.2014.html
Corser.Nichols.2014,Corser Bog,North America>United States Of America>Alaska,60.53,-145.45,70,10.1177/0959683614540729,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,Peat,dD,leaf wax,isotope,,,d2H,d2H,permil,abs,P-E,@surface,annual,annual,negative,103,11116,213,1.271224916,14.29,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Corser.Nichols.2014.html
CottonwoodPassPond.Fall.1997,Cottonwood Pass Pond,North America>United States Of America>Colorado,38.83,-106.41,3670,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,501,10.21233/N33M6F,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-28,9437,267,0.3169572108,2,TRUE,TB,one age gap 3.3 ka,http://lipdverse.org/wNAm/0_16_2/CottonwoodPassPond.Fall.1997.html
CottonwoodPassPond.Fall.1997,Cottonwood Pass Pond,North America>United States Of America>Colorado,38.83,-106.41,3670,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,501,10.21233/N33M6F,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-28,9437,267,0.3169572108,3,TRUE,TB,one age gap 3.3 ka,http://lipdverse.org/wNAm/0_16_2/CottonwoodPassPond.Fall.1997.html
CottonwoodPassPond.Fall.1997,Cottonwood Pass Pond,North America>United States Of America>Colorado,38.83,-106.41,3670,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,501,10.21233/N33M6F,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-28,9437,267,0.3169572108,2.1,TRUE,TB,one age gap 3.3 ka,http://lipdverse.org/wNAm/0_16_2/CottonwoodPassPond.Fall.1997.html
CottonwoodPassPond.Fall.1997,Cottonwood Pass Pond,North America>United States Of America>Colorado,38.83,-106.41,3670,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,501,10.21233/N33M6F,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-28,9437,267,0.3169572108,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/CottonwoodPassPond.Fall.1997.html
Craterlake.Arcusa.2020,Crater Lake,North America>United States Of America>Colorado,37.6743,-106.6949,3338,10.1177/0959683619875192,,wNAm,,,LakeSediment,particle size,bulk sediment,biophysical,,,,0.50_quantile_dust_flux,g/cm2/yr,abs,DUST,amount@surface,annual,annual,positive,94.27431,15754.29679,157.5238079,0.9239252009,0,TRUE,SHA,no clear climate interpretation,http://lipdverse.org/wNAm/0_16_2/Craterlake.Arcusa.2020.html
CreviceLake.Whitlock.2012,Crevice Lake,North America>United States Of America>Montana,45,-110.58,1713,10.1016/j.palaeo.2012.03.001,,wNAm,,,LakeSediment,d18O,bulk sediment,isotope,,,,d18O,permil,abs,P,amount@surface,winter,winterOnly,negative,42,9201,10,1.201004476,1.42,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/CreviceLake.Whitlock.2012.html
CreviceLake.Whitlock.2012,Crevice Lake,North America>United States Of America>Montana,45,-110.58,1713,10.1016/j.palaeo.2012.03.001,,wNAm,,,LakeSediment,CaCO3,bulk sediment,biophysical,,,,CaCO3,percent,abs,T,lake@surface,summer,summerOnly,positive,41.55,9403.79,10.27,1.174932495,13.29,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/CreviceLake.Whitlock.2012.html
CuevaDiablo.Bernal.2011,CuevaDiablo,North America>Mexico,18.18,-99.92,1030,10.1016/j.yqres.2010.09.002,,www.ncdc.noaa.gov/paleo/study/10670,,,Speleothem,d18O,calcite,isotope,,,"Amount effect: ""the δ O record from CBD-2 is interpreted to primarily reflect changes in the oxygen isotope composition of local precipita- tion, specifically, the amount of rainfall""",d18O,permil,abs,P,amount@surface,annual,annual,negative,1278,10870,58,0.9382819016,0.62,TRUE,CR,"Has 3,470-year chronologgy gap. Fills important geographic region",http://lipdverse.org/wNAm/0_16_2/CuevaDiablo.Bernal.2011.html
CumbresBog.Johnson.2013,Cumbres Bog,North America>United States Of America>Colorado,37.0216,-106.4499,3055,10.1177/0959683613479682,,wNAm,17419,,LakeSediment,pollen,ratio,pollen,,,Indication for the position of lower treeline,Pinus/Artemisia,unitless,abs,T,air@surface,annual,annual,positive,273.65,20091.96,221.1,0.5116681661,0.23,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/CumbresBog.Johnson.2013.html
CumbresBog.Johnson.2013,Cumbres Bog,North America>United States Of America>Colorado,37.0216,-106.4499,3055,10.1177/0959683613479682,,wNAm,17419,,LakeSediment,pollen,ratio,pollen,,,Ratio to relative shifts between the subalpine and the lower altitudinal steppe vegetation belts. A proxy for the elevation of treeline and the density of Picea subalpine forest,Picea/Artemisia,unitless,abs,T,air@surface,annual,annual,positive,273.65,20091.96,221.1,0.5116681661,0.23,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/CumbresBog.Johnson.2013.html
CumbresBog.Johnson.2013,Cumbres Bog,North America>United States Of America>Colorado,37.0216,-106.4499,3055,10.1177/0959683613479682,,wNAm,17419,,LakeSediment,pollen,ratio,pollen,,,Indication for the position of upper treeline,Picea/Pinus,unitless,abs,T,air@surface,annual,annual,positive,273.65,20091.96,221.1,0.5116681661,0.15,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/CumbresBog.Johnson.2013.html
